id	population	place	location
1124051	1247	Pungnap 1(il)-dong	1124051 Pungnap 1(il)-dong
1124052	269	Pungnap 2(i)-dong	1124052 Pungnap 2(i)-dong
1124053	130	Geoyeo 1(il)-dong	1124053 Geoyeo 1(il)-dong
1124054	214	Geoyeo 2(i)-dong	1124054 Geoyeo 2(i)-dong
1124055	297	Macheon 1(il)-dong	1124055 Macheon 1(il)-dong
1124056	289	Macheon 2(i)-dong	1124056 Macheon 2(i)-dong
1124057	130	Bangi 1(il)-dong	1124057 Bangi 1(il)-dong
1124058	569	Bangi 2(i)-dong	1124058 Bangi 2(i)-dong
1124059	98	Oryun-dong	1124059 Oryun-dong
1124060	304	Ogeum-dong	1124060 Ogeum-dong
1124061	540	Songpa 1(il)-dong	1124061 Songpa 1(il)-dong
1124062	340	Songpa 2(i)-dong	1124062 Songpa 2(i)-dong
1124063	1010	Seokchon-dong	1124063 Seokchon-dong
1124064	547	Samjeon-dong	1124064 Samjeon-dong
1124065	534	Garakbon-dong	1124065 Garakbon-dong
1124066	7	Garak 1(il)-dong	1124066 Garak 1(il)-dong
1124067	346	Garak 2(i)-dong	1124067 Garak 2(i)-dong
1124068	231	Munjeong 1(il)-dong	1124068 Munjeong 1(il)-dong
1124069	221	Munjeong 2(i)-dong	1124069 Munjeong 2(i)-dong
1124071	960	Jamsilbon-dong	1124071 Jamsilbon-dong
1124075	216	Jamsil 4(sa)-dong	1124075 Jamsil 4(sa)-dong
1124077	202	Jamsil 6(yuk)-dong	1124077 Jamsil 6(yuk)-dong
1124078	118	Jamsil 7(chil)-dong	1124078 Jamsil 7(chil)-dong
1124079	246	Jamsil 2(i)-dong	1124079 Jamsil 2(i)-dong
1124080	381	Jamsil 3(sam)-dong	1124080 Jamsil 3(sam)-dong
1124081	271	Jangji-dong	1124081 Jangji-dong
1124082	29	Wirye-dong	1124082 Wirye-dong
11250	6184	Gangdong-gu	11250 Gangdong-gu
1125051	174	Gangil-dong	1125051 Gangil-dong
1125052	180	Sangil-dong	1125052 Sangil-dong
1125053	108	Myeongil 1(il)-dong	1125053 Myeongil 1(il)-dong
1125054	55	Myeongil 2(i)-dong	1125054 Myeongil 2(i)-dong
1125055	116	Godeok 1(il)-dong	1125055 Godeok 1(il)-dong
1125056	109	Godeok 2(i)-dong	1125056 Godeok 2(i)-dong
1125058	112	Amsa 2(i)-dong	1125058 Amsa 2(i)-dong
1125059	75	Amsa 3(sam)-dong	1125059 Amsa 3(sam)-dong
1125061	372	Cheonho 1(il)-dong	1125061 Cheonho 1(il)-dong
1125063	813	Cheonho 3(sam)-dong	1125063 Cheonho 3(sam)-dong
1125065	160	Seongnae 1(il)-dong	1125065 Seongnae 1(il)-dong
1125066	1109	Seongnae 2(i)-dong	1125066 Seongnae 2(i)-dong
1125067	325	Seongnae 3(sam)-dong	1125067 Seongnae 3(sam)-dong
1125070	61	Dunchon 1(il)-dong	1125070 Dunchon 1(il)-dong
1125071	234	Dunchon 2(i)-dong	1125071 Dunchon 2(i)-dong
1125072	517	Amsa 1(il)-dong	1125072 Amsa 1(il)-dong
1125073	1196	Cheonho 2(i)-dong	1125073 Cheonho 2(i)-dong
1125074	468	Gil-dong	1125074 Gil-dong
21	44070	Busan	21 Busan
21004	2062	Total for eups	21004 Total for eups
21005	265	Total for myeons	21005 Total for myeons
21003	41743	Total for dongs	21003 Total for dongs
21010	1649	Jung-gu	21010 Jung-gu
2101051	230	Jungang-dong	2101051 Jungang-dong
2101052	312	Donggwang-dong	2101052 Donggwang-dong
2101053	79	Daecheong-dong	2101053 Daecheong-dong
2101054	89	Bosu-dong	2101054 Bosu-dong
2101056	292	Bupyeong-dong	2101056 Bupyeong-dong
2101057	44	Gwangbok-dong	2101057 Gwangbok-dong
2101058	270	Nampo-dong	2101058 Nampo-dong
2101059	270	Yeongju 1(il)-dong	2101059 Yeongju 1(il)-dong
2101060	63	Yeongju 2(i)-dong	2101060 Yeongju 2(i)-dong
21020	1504	Seo-gu	21020 Seo-gu
2102051	20	Dongdaesin 1(il)-dong	2102051 Dongdaesin 1(il)-dong
2102052	57	Dongdaesin 2(i)-dong	2102052 Dongdaesin 2(i)-dong
2102053	53	Dongdaesin 3(sam)-dong	2102053 Dongdaesin 3(sam)-dong
2102054	70	Seodaesin 1(il)-dong	2102054 Seodaesin 1(il)-dong
2102056	40	Seodaesin 3(sam)-dong	2102056 Seodaesin 3(sam)-dong
2102057	22	Seodaesin 4(sa)-dong	2102057 Seodaesin 4(sa)-dong
2102059	69	Bumin-dong	2102059 Bumin-dong
2102061	44	Ami-dong	2102061 Ami-dong
2102063	35	Chojang-dong	2102063 Chojang-dong
2102064	337	Chungmu-dong	2102064 Chungmu-dong
2102065	311	Nambumin 1(il)-dong	2102065 Nambumin 1(il)-dong
2102068	324	Amnam-dong	2102068 Amnam-dong
2102069	122	Nambumin 2(i)-dong	2102069 Nambumin 2(i)-dong
21030	1648	Dong-gu	21030 Dong-gu
2103051	614	Choryang 1(il)-dong	2103051 Choryang 1(il)-dong
2103052	405	Choryang 2(i)-dong	2103052 Choryang 2(i)-dong
2103053	182	Choryang 3(sam)-dong	2103053 Choryang 3(sam)-dong
2103055	58	Choryang 6(yuk)-dong	2103055 Choryang 6(yuk)-dong
2103056	38	Sujeong 1(il)-dong	2103056 Sujeong 1(il)-dong
2103057	54	Sujeong 2(i)-dong	2103057 Sujeong 2(i)-dong
2103059	32	Sujeong 4(sa)-dong	2103059 Sujeong 4(sa)-dong
2103060	20	Sujeong 5(o)-dong	2103060 Sujeong 5(o)-dong
2103065	28	Beomil 1(il)-dong	2103065 Beomil 1(il)-dong
2103066	84	Beomil 2(i)-dong	2103066 Beomil 2(i)-dong
2103067	39	Beomil 4(sa)-dong	2103067 Beomil 4(sa)-dong
2103068	19	Beomil 5(o)-dong	2103068 Beomil 5(o)-dong
2103070	75	Jwacheon-dong	2103070 Jwacheon-dong
21040	1811	Yeongdo-gu	21040 Yeongdo-gu
2104053	449	Namhang-dong	2104053 Namhang-dong
2104054	112	Yeongseon 1(il)-dong	2104054 Yeongseon 1(il)-dong
2104055	104	Yeongseon 2(i)-dong	2104055 Yeongseon 2(i)-dong
2104059	110	Bongnae 1(il)-dong	2104059 Bongnae 1(il)-dong
2104063	71	Cheonghak 1(il)-dong	2104063 Cheonghak 1(il)-dong
2104064	209	Cheonghak 2(i)-dong	2104064 Cheonghak 2(i)-dong
2104065	342	Dongsam 1(il)-dong	2104065 Dongsam 1(il)-dong
2104066	169	Dongsam 2(i)-dong	2104066 Dongsam 2(i)-dong
2104067	108	Dongsam 3(sam)-dong	2104067 Dongsam 3(sam)-dong
2104068	58	Sinseon-dong	2104068 Sinseon-dong
2104069	79	Bongnae 2(i)-dong	2104069 Bongnae 2(i)-dong
21050	2396	Busanjin-gu	21050 Busanjin-gu
2105052	142	Bujeon 2(i)-dong	2105052 Bujeon 2(i)-dong
2105054	60	Yeonji-dong	2105054 Yeonji-dong
2105055	106	Choeup-dong	2105055 Choeup-dong
2105056	80	Yangjeong 1(il)-dong	2105056 Yangjeong 1(il)-dong
2105057	91	Yangjeong 2(i)-dong	2105057 Yangjeong 2(i)-dong
2105061	184	Jeonpo 2(i)-dong	2105061 Jeonpo 2(i)-dong
2105064	103	Buam 1(il)-dong	2105064 Buam 1(il)-dong
2105066	77	Buam 3(sam)-dong	2105066 Buam 3(sam)-dong
2105068	49	Danggam 2(i)-dong	2105068 Danggam 2(i)-dong
2105070	68	Danggam 4(sa)-dong	2105070 Danggam 4(sa)-dong
2105072	72	Gaya 2(i)-dong	2105072 Gaya 2(i)-dong
2105074	120	Gaegeum 1(il)-dong	2105074 Gaegeum 1(il)-dong
2105075	58	Gaegeum 2(i)-dong	2105075 Gaegeum 2(i)-dong
2105076	87	Gaegeum 3(sam)-dong	2105076 Gaegeum 3(sam)-dong
2105077	92	Beomcheon 1(il)-dong	2105077 Beomcheon 1(il)-dong
2105078	61	Beomcheon 2(i)-dong	2105078 Beomcheon 2(i)-dong
2105079	57	Beomcheon 4(sa)-dong	2105079 Beomcheon 4(sa)-dong
2105080	153	Danggam 1(il)-dong	2105080 Danggam 1(il)-dong
2105081	398	Gaya 1(il)-dong	2105081 Gaya 1(il)-dong
2105082	195	Bujeon 1(il)-dong	2105082 Bujeon 1(il)-dong
2105083	143	Jeonpo 1(il)-dong	2105083 Jeonpo 1(il)-dong
21060	1060	Dongnae-gu	21060 Dongnae-gu
2106051	123	Sumin-dong	2106051 Sumin-dong
2106052	42	Boksan-dong	2106052 Boksan-dong
2106055	209	Oncheon 1(il)-dong	2106055 Oncheon 1(il)-dong
2106056	81	Oncheon 2(i)-dong	2106056 Oncheon 2(i)-dong
2106057	141	Oncheon 3(sam)-dong	2106057 Oncheon 3(sam)-dong
2106058	47	Sajik 1(il)-dong	2106058 Sajik 1(il)-dong
2106059	41	Sajik 2(i)-dong	2106059 Sajik 2(i)-dong
2106060	72	Sajik 3(sam)-dong	2106060 Sajik 3(sam)-dong
2106061	63	Allak 1(il)-dong	2106061 Allak 1(il)-dong
2106062	113	Allak 2(i)-dong	2106062 Allak 2(i)-dong
2106063	37	Myeongjang 1(il)-dong	2106063 Myeongjang 1(il)-dong
2106064	44	Myeongjang 2(i)-dong	2106064 Myeongjang 2(i)-dong
2106065	47	Myeongnyun-dong	2106065 Myeongnyun-dong
21070	3700	Nam-gu	21070 Nam-gu
2107053	1493	Daeyeon 3(sam)-dong	2107053 Daeyeon 3(sam)-dong
2107054	44	Daeyeon 4(sa)-dong	2107054 Daeyeon 4(sa)-dong
2107055	163	Daeyeon 5(o)-dong	2107055 Daeyeon 5(o)-dong
2107056	13	Daeyeon 6(yuk)-dong	2107056 Daeyeon 6(yuk)-dong
2107057	420	Yongho 1(il)-dong	2107057 Yongho 1(il)-dong
2107058	143	Yongho 2(i)-dong	2107058 Yongho 2(i)-dong
2107059	81	Yongho 3(sam)-dong	2107059 Yongho 3(sam)-dong
2107060	46	Yongho 4(sa)-dong	2107060 Yongho 4(sa)-dong
2107061	335	Yongdang-dong	2107061 Yongdang-dong
2107062	116	Gamman 1(il)-dong	2107062 Gamman 1(il)-dong
2107063	58	Gamman 2(i)-dong	2107063 Gamman 2(i)-dong
2107066	57	Munhyeon 1(il)-dong	2107066 Munhyeon 1(il)-dong
2107067	61	Munhyeon 2(i)-dong	2107067 Munhyeon 2(i)-dong
2107068	81	Munhyeon 3(sam)-dong	2107068 Munhyeon 3(sam)-dong
2107069	54	Munhyeon 4(sa)-dong	2107069 Munhyeon 4(sa)-dong
2107070	437	Daeyeon 1(il)-dong	2107070 Daeyeon 1(il)-dong
2107071	98	Uam-dong	2107071 Uam-dong
21080	1473	Buk-gu	21080 Buk-gu
2108051	111	Gupo 1(il)-dong	2108051 Gupo 1(il)-dong
2108052	174	Gupo 2(i)-dong	2108052 Gupo 2(i)-dong
2108053	320	Gupo 3(sam)-dong	2108053 Gupo 3(sam)-dong
2108054	178	Geumgok-dong	2108054 Geumgok-dong
2108055	87	Hwamyeong 1(il)-dong	2108055 Hwamyeong 1(il)-dong
2108056	96	Deokcheon 1(il)-dong	2108056 Deokcheon 1(il)-dong
2108057	103	Deokcheon 2(i)-dong	2108057 Deokcheon 2(i)-dong
2108058	68	Deokcheon 3(sam)-dong	2108058 Deokcheon 3(sam)-dong
2108059	41	Mandeok 1(il)-dong	2108059 Mandeok 1(il)-dong
2108060	65	Mandeok 2(i)-dong	2108060 Mandeok 2(i)-dong
2108061	42	Mandeok 3(sam)-dong	2108061 Mandeok 3(sam)-dong
2108062	76	Hwamyeong 2(i)-dong	2108062 Hwamyeong 2(i)-dong
2108063	112	Hwamyeong 3(sam)-dong	2108063 Hwamyeong 3(sam)-dong
21090	3991	Haeundae-gu	21090 Haeundae-gu
2109051	845	U 1(il)-dong	2109051 U 1(il)-dong
2109052	291	U 2(i)-dong	2109052 U 2(i)-dong
2109053	427	Jung 1(il)-dong	2109053 Jung 1(il)-dong
2109054	239	Jung 2(i)-dong	2109054 Jung 2(i)-dong
2109056	93	Songjeong-dong	2109056 Songjeong-dong
2109058	86	Banyeo 2(i)-dong	2109058 Banyeo 2(i)-dong
2109059	53	Banyeo 3(sam)-dong	2109059 Banyeo 3(sam)-dong
2109062	183	Bansong 2(i)-dong	2109062 Bansong 2(i)-dong
2109064	194	Jaesong 1(il)-dong	2109064 Jaesong 1(il)-dong
2109065	121	Jaesong 2(i)-dong	2109065 Jaesong 2(i)-dong
2109066	91	Jwa 1(il)-dong	2109066 Jwa 1(il)-dong
2109067	237	Jwa 2(i)-dong	2109067 Jwa 2(i)-dong
2109068	96	Jwa 3(sam)-dong	2109068 Jwa 3(sam)-dong
2109069	75	Jwa 4(sa)-dong	2109069 Jwa 4(sa)-dong
2109070	166	Banyeo 1(il)-dong	2109070 Banyeo 1(il)-dong
2109071	39	Banyeo 4(sa)-dong	2109071 Banyeo 4(sa)-dong
2109072	755	Bansong 1(il)-dong	2109072 Bansong 1(il)-dong
21100	4991	Saha-gu	21100 Saha-gu
2110051	107	Goejeong 1(il)-dong	2110051 Goejeong 1(il)-dong
2110052	100	Goejeong 2(i)-dong	2110052 Goejeong 2(i)-dong
2110053	99	Goejeong 3(sam)-dong	2110053 Goejeong 3(sam)-dong
2110054	91	Goejeong 4(sa)-dong	2110054 Goejeong 4(sa)-dong
2110055	130	Dangni-dong	2110055 Dangni-dong
2110056	201	Hadan 1(il)-dong	2110056 Hadan 1(il)-dong
2110057	426	Hadan 2(i)-dong	2110057 Hadan 2(i)-dong
2110058	459	Sinpyeong 1(il)-dong	2110058 Sinpyeong 1(il)-dong
2110059	522	Sinpyeong 2(i)-dong	2110059 Sinpyeong 2(i)-dong
2110060	803	Jangnim 1(il)-dong	2110060 Jangnim 1(il)-dong
2110061	438	Jangnim 2(i)-dong	2110061 Jangnim 2(i)-dong
2110062	1029	Dadae 1(il)-dong	2110062 Dadae 1(il)-dong
2110063	187	Dadae 2(i)-dong	2110063 Dadae 2(i)-dong
2110064	120	Gupyeong-dong	2110064 Gupyeong-dong
2110065	230	Gamcheon 1(il)-dong	2110065 Gamcheon 1(il)-dong
2110066	49	Gamcheon 2(i)-dong	2110066 Gamcheon 2(i)-dong
21110	3816	Geumjeong-gu	21110 Geumjeong-gu
2111051	35	Seo 1(il)-dong	2111051 Seo 1(il)-dong
2111052	54	Seo 2(i)-dong	2111052 Seo 2(i)-dong
2111055	264	Geumsa-dong	2111055 Geumsa-dong
2111057	62	Bugok 1(il)-dong	2111057 Bugok 1(il)-dong
2111058	97	Bugok 2(i)-dong	2111058 Bugok 2(i)-dong
2111059	78	Bugok 3(sam)-dong	2111059 Bugok 3(sam)-dong
2111060	51	Bugok 4(sa)-dong	2111060 Bugok 4(sa)-dong
2111061	1163	Jangjeon 1(il)-dong	2111061 Jangjeon 1(il)-dong
2111062	613	Jangjeon 2(i)-dong	2111062 Jangjeon 2(i)-dong
2111063	116	Jangjeon 3(sam)-dong	2111063 Jangjeon 3(sam)-dong
2111064	62	Seondugu-dong	2111064 Seondugu-dong
2111067	48	Cheongnyongnopo-dong	2111067 Cheongnyongnopo-dong
2111068	927	Namsan-dong	2111068 Namsan-dong
2111069	74	Guseo 1(il)-dong	2111069 Guseo 1(il)-dong
2111070	95	Guseo 2(i)-dong	2111070 Guseo 2(i)-dong
2111071		Geumseong-dong	2111071 Geumseong-dong
2111072	74	Seo 3(sam)-dong	2111072 Seo 3(sam)-dong
21120	6159	Gangseo-gu	21120 Gangseo-gu
2112051	184	Daejeo 1(il)-dong	2112051 Daejeo 1(il)-dong
2112052	193	Daejeo 2(i)-dong	2112052 Daejeo 2(i)-dong
2112053	211	Gangdong-dong	2112053 Gangdong-dong
2112054	219	Myeongji-dong	2112054 Myeongji-dong
2112055	108	Garak-dong	2112055 Garak-dong
2112056	5198	Noksan-dong	2112056 Noksan-dong
2112058	46	Gadeokdo-dong	2112058 Gadeokdo-dong
21130	918	Yeonje-gu	21130 Yeonje-gu
2113051	76	Geoje 1(il)-dong	2113051 Geoje 1(il)-dong
2113052	50	Geoje 2(i)-dong	2113052 Geoje 2(i)-dong
2113053	33	Geoje 3(sam)-dong	2113053 Geoje 3(sam)-dong
2113054	40	Geoje 4(sa)-dong	2113054 Geoje 4(sa)-dong
2113055	61	Yeonsan 1(il)-dong	2113055 Yeonsan 1(il)-dong
2113056	70	Yeonsan 2(i)-dong	2113056 Yeonsan 2(i)-dong
2113057	53	Yeonsan 3(sam)-dong	2113057 Yeonsan 3(sam)-dong
2113058	79	Yeonsan 4(sa)-dong	2113058 Yeonsan 4(sa)-dong
2113059	189	Yeonsan 5(o)-dong	2113059 Yeonsan 5(o)-dong
2113060	78	Yeonsan 6(yuk)-dong	2113060 Yeonsan 6(yuk)-dong
2113062	77	Yeonsan 8(pal)-dong	2113062 Yeonsan 8(pal)-dong
2113063	112	Yeonsan 9(gu)-dong	2113063 Yeonsan 9(gu)-dong
21140	1364	Suyeong-gu	21140 Suyeong-gu
2114051	157	Namcheon 1(il)-dong	2114051 Namcheon 1(il)-dong
2114052	130	Namcheon 2(i)-dong	2114052 Namcheon 2(i)-dong
2114053	125	Suyeong-dong	2114053 Suyeong-dong
2114054	87	Mangmi 1(il)-dong	2114054 Mangmi 1(il)-dong
2114055	70	Mangmi 2(i)-dong	2114055 Mangmi 2(i)-dong
2114056	177	Gwangan 1(il)-dong	2114056 Gwangan 1(il)-dong
2114057	228	Gwangan 2(i)-dong	2114057 Gwangan 2(i)-dong
2114058	67	Gwangan 3(sam)-dong	2114058 Gwangan 3(sam)-dong
2114059	113	Gwangan 4(sa)-dong	2114059 Gwangan 4(sa)-dong
2114060	210	Millak-dong	2114060 Millak-dong
21150	5263	Sasang-gu	21150 Sasang-gu
2115051	456	Samnak-dong	2115051 Samnak-dong
2115052	326	Mora 1(il)-dong	2115052 Mora 1(il)-dong
2115054	70	Mora 3(sam)-dong	2115054 Mora 3(sam)-dong
2115055	212	Deokpo 1(il)-dong	2115055 Deokpo 1(il)-dong
2115056	347	Deokpo 2(i)-dong	2115056 Deokpo 2(i)-dong
2115057	782	Gwaebeop-dong	2115057 Gwaebeop-dong
2115060	94	Jurye 1(il)-dong	2115060 Jurye 1(il)-dong
2115061	997	Jurye 2(i)-dong	2115061 Jurye 2(i)-dong
2115062	293	Jurye 3(sam)-dong	2115062 Jurye 3(sam)-dong
2115063	886	Hakjang-dong	2115063 Hakjang-dong
2115064	266	Eomgung-dong	2115064 Eomgung-dong
2115065	534	Gamjeon-dong	2115065 Gamjeon-dong
21310	2327	Gijang-gun	21310 Gijang-gun
2131011	452	Gijang-eup	2131011 Gijang-eup
2131012	375	Jangan-eup	2131012 Jangan-eup
2131013	1235	Jeonggwan-eup	2131013 Jeonggwan-eup
2131031	126	Ilgwang-myeon	2131031 Ilgwang-myeon
2131033	139	Cheolma-myeon	2131033 Cheolma-myeon
22	29282	Daegu	22 Daegu
22004	3753	Total for eups	22004 Total for eups
22005	1964	Total for myeons	22005 Total for myeons
22003	23565	Total for dongs	22003 Total for dongs
22010	814	Jung-gu	22010 Jung-gu
2201054	131	Samdeok-dong	2201054 Samdeok-dong
2201056	70	Seongnae 1(il)-dong	2201056 Seongnae 1(il)-dong
2201059	105	Seongnae 2(i)-dong	2201059 Seongnae 2(i)-dong
2201061	32	Seongnae 3(sam)-dong	2201061 Seongnae 3(sam)-dong
2201062	27	Daesin-dong	2201062 Daesin-dong
2201064	49	Namsan 1(il)-dong	2201064 Namsan 1(il)-dong
2201065	64	Namsan 2(i)-dong	2201065 Namsan 2(i)-dong
2201066	47	Namsan 3(sam)-dong	2201066 Namsan 3(sam)-dong
2201067	56	Namsan 4(sa)-dong	2201067 Namsan 4(sa)-dong
2201068	114	Daebong 1(il)-dong	2201068 Daebong 1(il)-dong
2201069	39	Daebong 2(i)-dong	2201069 Daebong 2(i)-dong
2201070	80	Dongin-dong	2201070 Dongin-dong
22020	1837	Dong-gu	22020 Dong-gu
2202051	88	Sinam 1(il)-dong	2202051 Sinam 1(il)-dong
2202052	56	Sinam 2(i)-dong	2202052 Sinam 2(i)-dong
2202053	53	Sinam 3(sam)-dong	2202053 Sinam 3(sam)-dong
2202054	100	Sinam 4(sa)-dong	2202054 Sinam 4(sa)-dong
2202055	48	Sinam 5(o)-dong	2202055 Sinam 5(o)-dong
2202056	51	Sincheon 1早2(ili)-dong	2202056 Sincheon 1早2(ili)-dong
2202058	95	Sincheon 3(sam)-dong	2202058 Sincheon 3(sam)-dong
2202059	93	Sincheon 4(sa)-dong	2202059 Sincheon 4(sa)-dong
2202060	87	Hyomok 1(il)-dong	2202060 Hyomok 1(il)-dong
2202061	46	Hyomok 2(i)-dong	2202061 Hyomok 2(i)-dong
2202062	18	Dopyeong-dong	2202062 Dopyeong-dong
2202063	145	Bullobongmu-dong	2202063 Bullobongmu-dong
2202065	58	Jijeo-dong	2202065 Jijeo-dong
2202066	131	Dongchon-dong	2202066 Dongchon-dong
2202068	78	Bangchon-dong	2202068 Bangchon-dong
2202069	77	Haean-dong	2202069 Haean-dong
2202071	51	Gongsan-dong	2202071 Gongsan-dong
2202073	256	Ansim 1(il)-dong	2202073 Ansim 1(il)-dong
2202074	74	Ansim 2(i)-dong	2202074 Ansim 2(i)-dong
2202075	232	Ansim 3早4(samsa)-dong	2202075 Ansim 3早4(samsa)-dong
22030	2670	Seo-gu	22030 Seo-gu
2203051	72	Naedang 1(il)-dong	2203051 Naedang 1(il)-dong
2203052	67	Naedang 2早3(isam)-dong	2203052 Naedang 2早3(isam)-dong
2203053	109	Naedang 4(sa)-dong	2203053 Naedang 4(sa)-dong
2203054	110	Bisan 1(il)-dong	2203054 Bisan 1(il)-dong
2203055	57	Bisan 2早3(isam)-dong	2203055 Bisan 2早3(isam)-dong
2203056	47	Bisan 4(sa)-dong	2203056 Bisan 4(sa)-dong
2203057	85	Bisan 5(o)-dong	2203057 Bisan 5(o)-dong
2203058	63	Bisan 6(yuk)-dong	2203058 Bisan 6(yuk)-dong
2203059	933	Bisan 7(chil)-dong	2203059 Bisan 7(chil)-dong
2203060	55	Pyeongni 1(il)-dong	2203060 Pyeongni 1(il)-dong
2203061	46	Pyeongni 2(i)-dong	2203061 Pyeongni 2(i)-dong
2203062	120	Pyeongni 3(sam)-dong	2203062 Pyeongni 3(sam)-dong
2203063	90	Pyeongni 4(sa)-dong	2203063 Pyeongni 4(sa)-dong
2203064	70	Pyeongni 5(o)-dong	2203064 Pyeongni 5(o)-dong
2203065	128	Pyeongni 6(yuk)-dong	2203065 Pyeongni 6(yuk)-dong
2203066	531	Sangjungi-dong	2203066 Sangjungi-dong
2203068	87	Wondae-dong	2203068 Wondae-dong
22040	1212	Nam-gu	22040 Nam-gu
2204051	89	Icheon-dong	2204051 Icheon-dong
2204053	81	Bongdeok 1(il)-dong	2204053 Bongdeok 1(il)-dong
2204054	108	Bongdeok 2(i)-dong	2204054 Bongdeok 2(i)-dong
2204055	193	Bongdeok 3(sam)-dong	2204055 Bongdeok 3(sam)-dong
2204056	53	Daemyeong 1(il)-dong	2204056 Daemyeong 1(il)-dong
2204057	107	Daemyeong 2(i)-dong	2204057 Daemyeong 2(i)-dong
2204058	86	Daemyeong 3(sam)-dong	2204058 Daemyeong 3(sam)-dong
2204059	78	Daemyeong 4(sa)-dong	2204059 Daemyeong 4(sa)-dong
2204060	127	Daemyeong 5(o)-dong	2204060 Daemyeong 5(o)-dong
2204061	44	Daemyeong 6(yuk)-dong	2204061 Daemyeong 6(yuk)-dong
2204064	120	Daemyeong 9(gu)-dong	2204064 Daemyeong 9(gu)-dong
2204065	58	Daemyeong 10(sip)-dong	2204065 Daemyeong 10(sip)-dong
2204066	68	Daemyeong 11(sibil)-dong	2204066 Daemyeong 11(sibil)-dong
22050	5273	Buk-gu	22050 Buk-gu
2205051	34	Goseong-dong	2205051 Goseong-dong
2205052	110	Chilseong-dong	2205052 Chilseong-dong
2205055	263	Chimsan 1(il)-dong	2205055 Chimsan 1(il)-dong
2205056	66	Chimsan 2(i)-dong	2205056 Chimsan 2(i)-dong
2205057	86	Chimsan 3(sam)-dong	2205057 Chimsan 3(sam)-dong
2205061	58	Sangyeok 1(il)-dong	2205061 Sangyeok 1(il)-dong
2205062	122	Sangyeok 2(i)-dong	2205062 Sangyeok 2(i)-dong
2205063	1059	Sangyeok 3(sam)-dong	2205063 Sangyeok 3(sam)-dong
2205064	107	Sangyeok 4(sa)-dong	2205064 Sangyeok 4(sa)-dong
2205065	295	Bokhyeon 1(il)-dong	2205065 Bokhyeon 1(il)-dong
2205066	495	Bokhyeon 2(i)-dong	2205066 Bokhyeon 2(i)-dong
2205070	390	Geomdan-dong	2205070 Geomdan-dong
2205071	169	Mutaejoya-dong	2205071 Mutaejoya-dong
2205074	86	Taejeon 2(i)-dong	2205074 Taejeon 2(i)-dong
2205075	116	Gwanmun-dong	2205075 Gwanmun-dong
2205076	136	Eupnae-dong	2205076 Eupnae-dong
2205077	90	Gwaneum-dong	2205077 Gwaneum-dong
2205078	197	Taejeon 1(il)-dong	2205078 Taejeon 1(il)-dong
2205079	153	Guam-dong	2205079 Guam-dong
2205081	582	Nowon-dong	2205081 Nowon-dong
2205082	109	Dongcheon-dong	2205082 Dongcheon-dong
2205083	78	Guku-dong	2205083 Guku-dong
2205084	472	Daehyeon-dong	2205084 Daehyeon-dong
22060	1825	Suseong-gu	22060 Suseong-gu
2206051	66	Beomeo 1(il)-dong	2206051 Beomeo 1(il)-dong
2206052	155	Beomeo 2(i)-dong	2206052 Beomeo 2(i)-dong
2206053	80	Beomeo 3(sam)-dong	2206053 Beomeo 3(sam)-dong
2206054	35	Beomeo 4(sa)-dong	2206054 Beomeo 4(sa)-dong
2206055	89	Manchon 1(il)-dong	2206055 Manchon 1(il)-dong
2206056	97	Manchon 2(i)-dong	2206056 Manchon 2(i)-dong
2206057	53	Manchon 3(sam)-dong	2206057 Manchon 3(sam)-dong
2206058	48	Suseong 1(il)-ga-dong	2206058 Suseong 1(il)-ga-dong
2206059	52	Suseong 2早3(isam)-ga-dong	2206059 Suseong 2早3(isam)-ga-dong
2206060	61	Suseong 4(sa)-ga-dong	2206060 Suseong 4(sa)-ga-dong
2206061	58	Hwanggeum 1(il)-dong	2206061 Hwanggeum 1(il)-dong
2206062	123	Hwanggeum 2(i)-dong	2206062 Hwanggeum 2(i)-dong
2206063	79	Jung-dong	2206063 Jung-dong
2206064	102	Sang-dong	2206064 Sang-dong
2206065	29	Pa-dong	2206065 Pa-dong
2206066	130	Dusan-dong	2206066 Dusan-dong
2206067	118	Jisan 1(il)-dong	2206067 Jisan 1(il)-dong
2206068	62	Jisan 2(i)-dong	2206068 Jisan 2(i)-dong
2206069	62	Beommul 1(il)-dong	2206069 Beommul 1(il)-dong
2206070	46	Beommul 2(i)-dong	2206070 Beommul 2(i)-dong
2206071	101	Gosan 1(il)-dong	2206071 Gosan 1(il)-dong
2206072	76	Gosan 2(i)-dong	2206072 Gosan 2(i)-dong
2206073	103	Gosan 3(sam)-dong	2206073 Gosan 3(sam)-dong
22070	9934	Dalseo-gu	22070 Dalseo-gu
2207055	63	Duryu 3(sam)-dong	2207055 Duryu 3(sam)-dong
2207056	421	Bolli-dong	2207056 Bolli-dong
2207057	125	Gamsam-dong	2207057 Gamsam-dong
2207058	196	Jukjeon-dong	2207058 Jukjeon-dong
2207059	473	Janggi-dong	2207059 Janggi-dong
2207060	638	Igok 1(il)-dong	2207060 Igok 1(il)-dong
2207061	3322	Sindang-dong	2207061 Sindang-dong
2207062	191	Wolseong 1(il)-dong	2207062 Wolseong 1(il)-dong
2207063	1754	Wolseong 2(i)-dong	2207063 Wolseong 2(i)-dong
2207064	369	Jincheon-dong	2207064 Jincheon-dong
